id,text,hate_type,hate_severity,to_whom
757617,ভিক্ষা দিয়ে জয়লাভ করা যায় না,Abusive,Mild,None
306004,সময় তো প্রচুর তেল মারে এটা জানতে বাকী নেই,Abusive,Little to None,None
462026,ভাই মিনিট সেকেন্ড এর ভিডিওতে দুইবার নগদ এর এড দিলেন আবার উপরে একটা স্টিকার আছে নগদ এর মানুষকে কত বড় জিনিস করে রাখছেন আপনারা আর প্রত্যেকটা চ্যানেল নগদ এর অ্যাড দেখতে দেখতে এখন আপনাদের ভিডিও দেখতে বিরক্ত লাগে আমার মনে হয় নগদ বাংলাদেশে বেশিদিন টিকবে না মানুষের সফলতা না তো ভালোই করতে পারেন নিজেদের একটু সমালোচনা করেন এখন আপনাদের সাথে ফালতু ইউটিউবাররা ও অনেক ভালো,Abusive,Little to None,None
861855,চরম লজ্জাজনক সিদ্ধান্ত,Abusive,Little to None,None
306874,এই তরুনরাই বাল ছিরে কানে বেদে দিবে,Abusive,Mild,None
728574,ছাগলের গাছ খেয়ে রিপোর্টিয়ং ভিডিও দেখাছে আমেরিকান এফ৩৫ বলছে রাশিয়ান মিগ৩১ রামছাগল,Abusive,Mild,None
405059,তুমাদের দুর্গা মা কালিমা শরোশতি ৩৩কোটি দেব দেবি একখন কোথায় আল্লাহ আপনি সবাই কে হেফাজত করুন আমিন কালেমার দাওয়াত দিয়া গেলাম লা ইলাহা ইল্লাল্লাহু মুহাম্মাদুর রাসুলুল্লাহ সাঃ,Religious Hate,Little to None,None
371175,বাইডেনের পদত্যাগ চাই,Political Hate,Severe,None
162667,বাংলাদেশী ব্যবসায়ীরা হলো সুযোগ সন্ধানী এরা লোভী প্রতারক এরা চাই একদিনে কোটি টাকা ইনকাম করি,Abusive,Mild,None
795031,আবার উত্তেজনা বারাচ্ছে,Abusive,Mild,None
131475,এদের ফাসি চায় এরা মানুষের বাচ্চা না এরা হোলো ছায়কো মানুষের কষ্টে এরা আনন্দ উপভোগ করে,Abusive,Severe,None
40909,ক্রোসফায়ার দেওয়া হোক,Abusive,Mild,None
661471,ইমরান মানুষ ভালো নয়,Abusive,Mild,None
345463,বাংলাদেশে জত মন্দির ভা্্চুর করা হয়েছে এবং মানুসের প্রতি যে নির্যাতন করা হয় তাতে ওরটা বাংলাদেশে উঠা উচিত টুপি ধারি মোল্লারা মরে জাক,Religious Hate,Severe,None
601504,গুজবকারীরা হতাশ হয়ে এখন জানি আবার কোন গুজব সৃষ্টি করার চেষ্টা করতেছে,Abusive,Mild,None
311999,বালের নিউজ আফগানিস্তান কে সবার সাপোট করা উচিত,Profane,Severe,None
653528,যতদিন ভারতবিরোধি রাজনীতি বন্ধ না করবেন ততধিন এভাবেই ধুকে ধুকে মরবেন,Political Hate,Mild,None
829385,এখন দেখো নিজ দেশ থেকে চলে যেতে কেমন লাগে,Abusive,Mild,None
629590,বিদেশি ডিজাইন চুরি করেছে,Abusive,Mild,None
743699,শালারা এমন ভাবে শুক্রবার শুক্রবার কইতাছে মনে হয় আগামী শুক্রবার খেলবে হালায় গাজা খাইছে,Profane,Mild,None
